ring	ID	xcoor	ycoor	spec	dbh	1998	1999	2000
6	62009	6.22	0.89	pita	14	0	0	0
6	62011	7.38	0.67	pita	14.4	0	0	0
6	62014	7.79	2.7	pita	18.4	0	0	0
6	62015	6.19	3.12	pita	12.3	0	1	0
6	62019	8.21	-0.6	pita	19.3	0	0	0
6	62020	8.15	-1.09	pita	14.6	0	0	1
6	62021	11	-1.29	pita	15.8	0	6	0
6	62023	11.69	0.2	pita	17	0	0	0
6	62028	10.3	2.73	pita	13.1	0	0	0
6	62032	12.15	2.43	pita	14	1	5	3
6	62035	12.1	5.29	pita	16.6	0	0	0
6	62040	14.04	-2.18	pita	17.6	0	0	0
6	63005	5.14	-1.69	pita	13.9	0	0	0
6	63007	4.78	-2.39	pita	14.3	0	0	0
6	63008	4.03	-2.97	pita	14.3	0	1	0
6	63009	4.56	-4.04	pita	14.8	0	0	0
6	63012	5.33	-5.69	pita	7	0	3	3
6	63013	4.87	-6.67	pita	13.3	0	0	0
6	63014	5.13	-5.69	pita	18.1	0	0	0
6	63018	6.94	-8.36	pita	19.8	0	8	0
6	63024	7.53	-11.46	pita	7	0	0	0
6	63026	8.81	-9.39	pita	14.7	0	0	0
6	63029	9.01	-8.58	pita	7.7	0	0	0
6	63030	10.71	-9.08	pita	21.9	0	0	2
6	63034	12.7	-7.04	pita	15.5	0	0	0
6	63039	13.2	-4.51	pita	18.6	0	0	0
6	63042	10.32	-6.32	pita	18.7	0	0	0
6	63044	8.03	-6.16	pita	18.7	0	4	5
6	63046	6.97	-4.77	pita	6.6	0	0	0
6	63047	7.43	-3.33	pita	17.2	0	12	2
6	63048	10.32	-3.79	pita	15.6	0	0	0
6	64003	1.14	-1.42	pita	12.7	0	0	2
6	64005	-0.14	-4.47	pita	8.7	0	0	0
6	64008	2.84	-4.78	pita	19.8	0	0	0
6	64010	-0.73	-6.58	pita	19.1	0	0	0
6	64012	1.18	-7.04	pita	15.9	0	0	0
6	64016	3.11	-7.44	pita	18.1	0	0	0
6	64022	4.06	-8.96	pita	11.7	0	0	0
6	64023	4.79	-7.81	pita	10.5	0	0	0
6	64024	5.18	-7.8	pita	10.7	0	0	0
6	64025	5.1	-9.72	pita	11	0	0	0
6	64026	4.16	-10.23	pita	9.5	0	0	0
6	64027	5.33	-10.71	pita	10.3	0	0	0
6	64030	7.01	-10.96	pita	16.7	0	0	0
6	64031	5.97	-11.6	pita	8.4	0	0	0
6	64033	7.69	-12.1	pita	12.6	0	0	0
6	64036	4.07	-11.42	pita	9.7	0	0	0
6	64039	3.3	-12.87	pita	17.7	0	0	0
6	64040	0.62	-14.66	pita	20.8	0	0	3
6	64041	-1.72	-13.6	pita	15.9	0	0	3
6	64042	-2.9	-14.19	pita	18.5	0	2	3
6	64043	-2.41	-11.11	pita	11	0	2	0
6	64045	-1.47	-10.08	pita	19.3	8	16	19
6	64048	1.44	-12.14	pita	9.9	0	0	0
6	64052	3.09	-10.14	pita	16	0	0	12
6	64053	1.24	-9.58	pita	22.1	1	22	18
6	64054	-0.65	-8.9	pita	14.7	0	0	0
6	65003	-1.55	-1.01	pita	25.7	1	44	91
6	65008	-1.66	-4	pita	7	0	0	0
6	65009	-4.1	-3.46	pita	21.9	0	0	0
6	65011	-5.92	-5.19	pita	13.5	0	0	0
6	65012	-5.76	-5.75	pita	10.2	0	0	0
6	65014	-3.52	-5.98	pita	22.2	0	0	0
6	65017	-4.87	-7.92	pita	4.1	0	0	0
6	65020	-6.51	-9.46	pita	7.3	0	0	0
6	65021	-7.57	-7.56	pita	21	0	3	0
6	65022	-7.61	-4.75	pita	18.8	0	0	0
6	65023	-9.88	-7.14	pita	19.9	0	0	0
6	65026	-10.21	-8.82	pita	12.1	0	0	0
6	65027	-11.15	-9.75	pita	15.5	0	0	0
6	65032	-8.34	-10.15	pita	19.3	0	3	3
6	65035	-5.77	-12.81	pita	7.8	0	0	0
6	65036	-4.74	-13.25	pita	18	0	14	7
6	66005	-4.39	-0.14	pita	18.5	0	0	0
6	66007	-7.35	0.41	pita	17.9	0	0	1
6	66014	-7.79	-2.09	pita	7.5	0	0	0
6	66015	-8.46	-2.47	pita	20.6	4	1	8
6	66018	-9.53	-3.3	pita	8.3	0	0	0
6	66019	-9.83	-3.77	pita	16	0	0	0
6	66022	-10.39	-5.44	pita	11.2	0	0	0
6	66025	-13.05	-6.8	pita	11.7	0	0	0
6	66027	-12.99	-6.36	pita	7.3	0	0	0
6	66028	-13.07	-6	pita	8	0	0	0
6	66029	-12.37	-3.55	pita	11	0	0	0
6	66032	-13.51	-1.27	pita	18.9	0	0	0
6	66034	-14.37	1.53	pita	14.7	0	0	0
6	66035	-12.18	0.8	pita	12.7	0	0	0
6	66038	-10.96	-1.85	pita	7.2	0	0	0
6	66042	-9.8	0.64	pita	15.6	0	0	0
6	66045	-10.87	-0.99	pita	15.5	0	0	0
6	67004	-3.02	1.65	pita	16.2	0	0	0
6	67007	-5.91	2.22	pita	19.1	0	1	3
6	67012	-5.5	4.82	pita	8.7	0	0	0
6	67013	-6.62	5.37	pita	16.4	0	7	0
6	67014	-7.37	7.61	pita	7.9	0	0	0
6	67015	-7.75	7.43	pita	20.1	1	1	3
6	67016	-7.42	8.98	pita	12.9	0	0	0
6	67017	-7.88	9.13	pita	16.4	0	0	3
6	67023	-8.93	7.7	pita	9.1	0	0	0
6	67030	-12.08	6.31	pita	18	0	0	0
6	67032	-13.39	3.87	pita	16.2	0	0	0
6	67037	-11.06	3.06	pita	16.5	0	0	0
6	67038	-10.43	3.54	pita	19.9	0	0	0
6	67040	-8.76	2.72	pita	13.1	0	0	0
6	67042	-7.87	5.09	pita	18	0	0	0
6	67044	-10.05	5.79	pita	16	0	0	0
6	68006	-0.56	3.98	pita	16.5	0	0	1
6	68009	-3.02	4.6	pita	17.9	0	0	0
6	68013	-1.19	6.76	pita	22.7	0	0	0
6	68022	-2.18	9.2	pita	22.9	0	0	0
6	68033	-6.83	10.01	pita	12.2	0	0	0
6	68036	-8.05	11.74	pita	12.4	0	1	0
6	68042	-4.42	11.97	pita	10.1	0	0	0
6	68044	-4.42	11.34	pita	8.5	0	0	0
6	68045	-4.87	10.59	pita	12.4	0	0	0
6	68048	-2.88	12.05	pita	19.5	0	2	0
6	68052	-1.22	10.36	pita	18.4	0	0	10
6	68053	0.82	10.73	pita	14.4	0	0	0
6	68055	-2.24	13.34	pita	11	0	0	0
6	68057	-0.78	14.21	pita	8	0	0	0
6	68058	0.76	14.55	pita	10.6	0	0	0
6	68059	1.48	13	pita	21.2	0	5	10
